date,text,Pump,Exchange,Coin,Notes,photo
2018-03-17T19:23:07,"[{'type': 'mention', 'text': '@everyone'}, ' we are still #1 uptrending % gain on binance, this will get a lot more outsiders in, 22 minutes in and holding ABSOULTELY STRONG!!! 🤑']",,,,,
2018-03-19T20:35:00,"[{'type': 'mention', 'text': '@everyone'}, ' our next pump is scheduled for ', {'type': 'bold', 'text': 'Wedensday 12:30PM EST on Binance -- it will be a ranked pump!'}]",,,,,
2018-03-21T05:13:17,"[""Reminder tomorrow's pump is at 12:30PM EST on Binance. We are confident in tomorrow's pump as BTC market recovers. Our last pump has made a generic uptrend and we are proud to say that almost everyone has made money on the last pump! Please use this link for countdown timer. "", {'type': 'link', 'text': 'https://www.timeanddate.com/countdown/launch?iso=20180321T1230&p0=156&msg=Mega+Pump+Countdown+-+Wednesday&font=cursive&csz=1'}]",,,,,
2018-03-22T07:21:55,"[""After today's sucessful ranked pump. Our next pump will be on this "", {'type': 'bold', 'text': 'Saturday March 24th at 1 PM EST, It will be RANKED pump again'}, '\n\nTo gain rank, please check ', {'type': 'hashtag', 'text': '#affiliate'}, '-info and ', {'type': 'hashtag', 'text': '#create_invite_here'}, ' on discord. ', {'type': 'link', 'text': 'https://discordapp.com/invite/xduaQxy'}, '\n\nNonetheless, I am confident we will have a great pump on Saturday, and you still have ALOT of time to gain those ranks!! Good luck!']",,,,,
2018-04-19T20:39:04,"['our next pump has been scheduled for ', {'type': 'bold', 'text': ' Saturday April 21 at 1PM EST on BInance. '}, ' we anticipate our website to be done soon and ready for launch. However for Saturday pump we will be using discord and telegram while the site goes through final testing. Stay tuned and get ready for our saturday pump! we will be having gaveaways soon!']",,,,,
2018-04-21T17:17:38,"['Reminder we are less than 2 hours away from our ', {'type': 'bold', 'text': 'binance'}, "" pump! Today we will be pumping a safe coin. A coin that has news coming by the end of the month. So if you didn't get a chance to sell, don't worry. the news will naturally take it self backup! so be ready and today's pump will be "", {'type': 'bold', 'text': 'FREE FOR ALL'}, ' but beware that we will be running our website soon and soon the ranks will be used much much more!']",,,,,
2018-04-21T18:14:02,"[{'type': 'mention', 'text': '@everyone'}, ' less than 50 minutes left, ', {'type': 'bold', 'text': 'btc is recovering from its dip'}, "" — lots of buy orders are poping up on many coins and a perfect time for pump! lets make today's pump one of the greatest!""]",,,,,
2018-04-21T18:32:49,"[{'type': 'mention', 'text': '@everyone'}, "" 30 minutes left til our pump! remember its free for all, meaning there is no rank advantage for today's pump! loing to your binance and get ready!""]",,,,,
2018-04-21T18:44:49,"[{'type': 'mention', 'text': '@everyone'}, ' 15 minutes left! be ready!']",,,,,
2018-04-21T18:55:16,"[{'type': 'mention', 'text': '@everyone'}, ' 5 minutes left, get ready! next post will be the coin!']",,,,,
2018-04-21T19:07:40,"['100 btc volume and growing. our goal is to trigger uptrend once again for this coin, as outsiders can search for themselves that many MAJOR updates are ahead of this coin. so my suggestion is ', {'type': 'bold', 'text': 'do not sell at a loss'}, ' we picked the ', {'type': 'bold', 'text': 'safe coin'}, ' for a reason. Enjoy the gain 😃']",,,,,
2018-04-23T23:48:58,"[{'type': 'mention', 'text': '@everyone'}, ' as predicited ', {'type': 'bold', 'text': ' AST '}, ' had many updates coming so for those who bought at 5300 - 5700 good job and enjoy your gain. this is the prime example of ', {'type': 'bold', 'text': 'safe coin'}, ' pump where coin is close to gurantee of uptrending with not only news coming but in addition the downtrend breakthrough. Congrats and enjoy your gain! Soon we will annouce our next pump, so stay tuned!']",,,,,
2018-04-24T18:25:28,"[{'type': 'mention', 'text': '@everyone'}, ' ', {'type': 'bold', 'text': 'AST'}, ' has gained a lot of momentum since our pump, by now everyone should be in profit (except for those who panic sells) so once again congrats on everyone who participated and made money off AST. Our next pump has been scheduled for this ', {'type': 'bold', 'text': 'Thursday on Binance at 1PM EST. it will be a RANKED Pump.'}, ' So get your invites in, soon we will intergrate all your invites to megapump website where our new adventure begins!']",,,,,
2018-04-26T16:53:47,"[{'type': 'mention', 'text': '@everyone'}, ' 2 hours and 9 minutes til our pump on binance, today we have a great opportunity for pump as BTC stabalizes from the dip and altcoins adjusting to its correct position from being oversold..']",,,,,
2018-04-26T18:05:34,"Reminder our pump will happen in 55 minutes on binance, be ready!",,,,,
2018-04-26T18:30:27,"[{'type': 'mention', 'text': '@everyone'}, ' 30 mins left! today\'s pump has some huge potential as this coin is close to breakout with positive momentum pushing it forward. If we can hold on to the coin for more than 30 minutes many outsiders will react to it because all indication for this coin makes sense for a ""natural"" breakout. Thus encourages outsiders to jump in on the action. If you want bigger gains, then i recommend we work as one and promote this coin to the top where we get everyone to FOMO on our pump! Good luck everyone, lets make it happen!']",,,,,
2018-04-26T18:46:05,"[{'type': 'mention', 'text': '@everyone'}, "" 15 minutes left! here's a tip. full size your discord or telegram so you can see the complete image instantly without manually opening it!""]",,,,,
2018-04-26T18:55:09,"[{'type': 'mention', 'text': '@everyone'}, ' 5 minutes left! next post will be the coin, be ready, and lets get outsiders to join the party! 🚀']",,,,,
2018-04-26T19:00:50,"[{'type': 'mention', 'text': '@everyone'}, ' as mentioned we are at the perfect breakout pattern, if we hold it long enough, many outsiders will contribute to the pump! lets keep it up!']",,,,,
2018-04-26T19:02:52,"[{'type': 'mention', 'text': '@everyone'}, ' while we try to maintain our position, be sure to ride the waves as well. we are doing great so far for a thursday pump. investors and bot as well will react to graphs like this. so lets keep it up!']",,,,,
2018-05-03T13:54:09,"[{'type': 'mention', 'text': '@everyone'}, ' our next pump will be scheduled soon. stay tuned!']",,,,,
2018-05-04T17:46:13,"[{'type': 'mention', 'text': '@everyone'}, ' our next pump has been scheduled for Saturaday May 05 at 1PM EST \n\nWE WILL NO LONGER USE DISCORD FOR PUMP SIGNALS\n\nFrom now on, please use our website for ', {'type': 'bold', 'text': 'REAL TIME'}, ' signal release. \n\n', {'type': 'link', 'text': 'https://www.megapumpgroup.com/'}, ""\n\nDiscord will only be used as a chat platform from now on. Your invites from discord will be transfered to our webserver shortly, however you must use the login with discord for this option to work. \n\nThere will be many giveaways coming and incentives for reffering your friends and posting on social media. something we weren't able to do on discord for a very very long time. \n\nSo enjoy our site, report any bugs, and lets have a great pump on saturaday!""]",,,,,
2018-05-05T17:15:52,"['less than 2 hours until our pump on binance, we will be posting the coin on telegram and on our website ', {'type': 'link', 'text': 'https://www.megapumpgroup.com/'}, ' We will ', {'type': 'bold', 'text': 'NOT'}, ' be posting the coin signal on discord!']",,,,,
2018-05-05T18:02:33,"[{'type': 'mention', 'text': '@everyone'}, "" less than 1 hour left til our pump. For todays pump, make sure you do not refresh your web browser when it is close to the pump time as it takes few seconds for your browser to connect to our server. Once you see the connected status, you can assure the delivery will be real time, faster than telegram and discord! Today's pump is "", {'type': 'bold', 'text': 'free for all'}, ' meaning it is unranked, and everyone will get the signal at the same time. This also allows us to test our system step by step. \n\nonce again our website is ', {'type': 'link', 'text': 'https://www.megapumpgroup.com/'}]",,,,,
2018-05-05T18:33:32,"[{'type': 'mention', 'text': '@everyone'}, ' less than 30 mins til our pump. Please refresh your browser as we have turned on cloudflare to prevent any ddos. Thanks.']",,,,,
2018-05-05T18:45:26,"['15 minutes left! we will post on ', {'type': 'bold', 'text': 'TELEGRAM and WEBSITE'}, ' ', {'type': 'link', 'text': 'https://www.megapumpgroup.com/'}]",,,,,
2018-05-05T18:55:32,5 mins left! next post will be the coin!,,,,,
2018-05-05T19:03:23,"very glad our site worked as expected with no delay, now our next goal is to start the referral process to get more people to join our group! we will be releasing new cash prizes and incentives this coming week to promote our group and make the world known!",,,,,
2018-05-11T18:10:35,"Dear members, the market condition is not good right now so we will continue to assess the market for our next pump schedule. stay tuned!",,,,,
2018-05-16T03:16:20,"[{'type': 'mention', 'text': '@everyone'}, ' our next pump has been scheduled for Thursday at 1PM EST ON binance. Once again we will be releasing our coin on our website at ', {'type': 'link', 'text': 'https://www.megapumpgroup.com/'}, ' Be sure to use invite links from the mega pump website and now from discord! You will also get the signal from our telegram as well.']",,,,,
2018-05-17T17:06:27,"[{'type': 'mention', 'text': '@everyone'}, ' 2 hours left until our pump on binance, be sure to use our website and telegram!']",,,,,
2018-05-17T18:19:59,"[{'type': 'mention', 'text': '@everyone'}, ' today we will be having a momentum pump, being it is a weekday and the transactions are slow, we will take the opportunity of a rising coin and help it artificially go up even more, thus attracting outsiders to contribute to the volume. I am confident we will suceed as long as everyone is working together by not dumping immediately. lets make it work!']",,,,,
2018-05-17T18:50:58,"['10 minutes left! coin will be annouced on our website at ', {'type': 'link', 'text': 'https://www.megapumpgroup.com/'}, ' and right here!']",,,,,
2018-05-17T18:53:36,"reminder once again, because its a weekday the transactions are slow, we are pumping on a coin that has already had the momentum build up for possible break through. however break through or not is solely up to you guys to hold your position and be able to attract the attention of the outsiders, so good luck!",,,,,
2018-05-17T18:55:46,"5 minutes left, next post will be the coin!",,,,,
2018-05-17T19:00:46,"good job everyone, once again binacne browser crashed. make sure you use desktop app for pumps!",,,,,
2018-05-17T19:02:03,"As mentioned, we are using outsider's momentum to artificially boost the coin's percentage gain for maxium exposure to the outsiders to contribute! ride the wave and know when to exit, so far so good!",,,,,
2018-05-17T19:31:46,"[{'type': 'mention', 'text': '@everyone'}, "" as expected, we have taken the momentum of outsiders and worked with our group's artifical pump to make sustainable price raise and currently holding steady at 4400 satoshi for the past 30 minutes. Once again good job everyone, and hopefully our pump will make this coin continue to uptrend! very well done!""]",,,,,
2018-09-09T20:22:29,"Hello everyone, the mega pump group would like to thank everyone for their patience and continued support.  We have something big to announce soon, the pump is also coming soon, so stay tuned!",,,,,
2018-10-10T18:16:58,"['Dear members, after many months of waiting, we are excited to officially announce that the MEGA PUMP group will be relaunching today to honor our dedicated members that have stayed with us since the start, including all of our 50 000 members that we have managed to acquire since the beginning. We are and will always be the #1 cryptocurrency pump group! To help kick-start things and reward our dedicated members, we have decided to run a limited time promotion for our first pump. \n\n- ', {'type': 'bold', 'text': 'Invite 3 people to our discord group and you will automatically receive a 4 seconds advantage on our first pump!'}, '  \n- Ranks have been reset on discord to give everyone a fresh start and get their desired rank again.\n- We will be doing multiple giveaways for everyone in the upcoming days. You can start inviting people now to our group and gain ranks.\n- For a limited time, we have made it a lot easier to reach each rank as it only takes 50 invites now to reach the Ambassador rank for a 3 secs advantage in our pumps! \n-For invites information : #👑-check_invites   #📝-affiliate-info  in discord ', {'type': 'link', 'text': 'https://discord.gg/my3PQfk'}, '\n\nOur first giveaway will be a 500$ giveaway on twitter  ', {'type': 'link', 'text': 'https://twitter.com/megapumpgroup'}, '']",,,,,
2018-10-11T19:05:50,"['Hello everyone! We have an exciting new ', {'type': 'bold', 'text': '700$ bitcoin'}, ' giveaway to announce! This week on discord, we will be running a ', {'type': 'bold', 'text': 'TOP 10 invites'}, ' giveaway with a daily raffle giveaway for people that have over 1 invite! \n\nHow it works : Starting today until the 19th of october , the Top 10 people with the most invites will win a share of 700$! \n\n', {'type': 'bold', 'text': 'Here are the prizes'}, ' : Rank 1 : 200$ Rank 2: 150$ Rank 3 : 100 $ Rank 4-6 : 50$ Rank 7-10 : 25$ \n\n', {'type': 'bold', 'text': 'Daily giveaway'}, ' : Everyday on discord, we will giveaway 50$ to a lucky winner. Each invite you have will count as a raffle ticket : For example if you have 15 invites you will have 15 tickets.\n\n Good luck to everyone! We will also be announcing the pump date soon. If you have any questions, feel free to message us on discord!']",,,,,
2018-10-12T17:47:10,"['Hello everyone, quick reminder that the 4 seconds advantage 1 time promotion only on our next pump for Representative ranks and over \n', {'type': 'bold', 'text': '( 3 invites or more )'}, ' is still running!\n\nWe advise our members to use this opportunity and be ready for our next pump because in the upcoming days and before the pump we will have a very big influx of new members! \n\nIf you have any questions, feel free to message us. Happy trading!\n', {'type': 'link', 'text': 'https://discord.gg/rcVXVab'}]",,,,,
2018-10-18T17:31:18,"Hello everyone, we would like to announce that the next MEGA pump will be next week. 
Be prepared as we will announce the exact date soon, stay tuned! 
- MEGA pump",,,,,
2018-10-21T18:42:38,"['The next pump will be scheduled for ', {'type': 'bold', 'text': 'Sunday 28 October at 13:00 PM EST time on Binance using the BTC pairing.'}, '\nWe will be giving more information about the pump in a few days! \nIf you have any questions feel free to message us as we are always here to help our members  \n-MEGA pump']",,,,,
2018-10-24T16:03:15,"['Only 4 days left before the Mega pump on Binance! We hope that everyone is ready as we are expecting this pump to be great! As always, we are going to try to make the pump last as long as possible to let outsiders get on the action. More directives will be given before the pump. \n\nPump date : ', {'type': 'bold', 'text': 'Sunday 28 October at 13:00 PM EST time on Binance using the BTC pairing'}]",,,,,
2018-10-26T16:33:59,"['Hello everyone, reminder that the next pump is in only 2 days! The pump will be ', {'type': 'bold', 'text': 'Free for all'}, ' as we are expecting a very high amount of volume! We hope that everyone can make a good profit out of it and as always, if you have any questions or suggestions feel free to message us we are always here to help! \nPump date : Sunday 28 October 13:00 pm EST /  5:00 pm GMT Exchange : Binance \nPairing :  BTC / coin \n\n-MEGA pump']",,,,,
2018-10-27T15:46:12,"Hello everyone, only 1 day left before the next Mega pump!  The stability of the current market is looking optimal for a pump and we are confident that the volume will be very high considering the fact that we have managed to acquire over 4000 new members on discord with 53 000 total members now over the past couple of days! We are also confident that our pump will trigger a great reaction from outsiders trading on Binance. I am currently receiving hundreds of private messages on discord asking for more directives. These directives will all be given tomorrow before the pump. 

- MEGA pump",,,,,
2018-10-28T15:00:54,Hello everyone! 4 hours left until the MEGA pump!,,,,,
2018-10-28T16:03:24,"3 hours left before the pump! The pump will be on Binance at 13:00 pm EST / 5:00 pm GMT using the BTC pairing meaning that we will use BTC to buy the coin.

Our goal today will be to trigger a reaction from outsiders. Today after we post the coin signal, we are going to ask all of our members to quickly tweet about the coin on twitter using $(coin) or talk about it anywhere possible such as telegram chat rooms, discord and so on. This will hopefully get the coin trending, bring many more outsiders into the pump and create bigger waves.

Directives : 
- Be ready to buy quickly when the coin signal is given. We have thousands of members trading at once and the price will go up very fast. 
- The best way to buy is to buy at market price using the % options in the market tab ( not 100% because the price will have already go up and won't work) 
- The earlier you buy in , the better. If you are too late to buy and the price has risen alot already, it is recommended to sit it out. 
- It is preferable trading on the Binance desktop app because the amount of volume we will generate might make the Binance browser slower.

-MEGA pump",,,,,
2018-10-28T17:44:01,1 hour and 17 mins left before the MEGA pump!,,,,,
2018-10-28T17:58:15,"['1 hour left until the pump, we will post the coin on discord at #🚀pump-signal & #🚀ranked-signal also on Telegram and on our website at ', {'type': 'link', 'text': 'https://www.megapumpgroup.com/'}, '']",,,,,
2018-10-28T18:26:38,The pump will be in 35 mins on Binance! Be ready.,,,,,
2018-10-28T19:07:32,"Thank you everyone for participating, the pump results and analytics will be posted shortly",,,,,
2018-10-28T19:27:29,"The total volume of our pump was 110 BTC which is great. However it did not go up as much as we expected. We expected it to reach a minimum of 60% gains up to 90%. We believe it's because we used text to signal the coin and the trading bots were able to pick up on it. We will be using an image next time to post our coin. We hope that many of you still made profits with this pump. The date of the next pump will be announced tomorrow, stay tuned!

-MEGA pump",,,,,
2018-10-28T19:33:37,"We also believe that we may have run into a conditionnal sell wall at 10950 satoshis. We are going to pick a easier coin to pump next time. Generally it was a decent pump considering the volume and the multiple waves but a higher % gain would have definitly been better. We will achieve that on the next pump. 

-MEGA pump",,,,,
2018-10-30T16:00:58,"['The next pump will be scheduled for ', {'type': 'bold', 'text': 'Saturday 3 November'}, ' at ', {'type': 'bold', 'text': '13:00 PM EST time'}, ' / ', {'type': 'bold', 'text': '17:00 PM GMT time'}, ' on ', {'type': 'bold', 'text': 'Binance'}, ' using the BTC pairing. With the marketing campaigns we are running, we are expected to have around 5000 new members by the end of the week on discord.\n\nIf you have any questions regarding trading or trading tips , feel free to message us on discord as we will be glad to help everyone!\n\n- MEGA pump']",,,,,
2018-11-01T18:53:07,"Hello everyone, we have decided to postpone today's (November 3) pump because of the market's condition. Our members satisfaction will always be our #1 priority and after analyzing the current buy and sell order books it seems that any coin we pump at this moment may be subject to dumping by outsiders, thus we are cancelling today's pump to protect our members assets.

We will announce the new date soon, it will be very soon.

- MEGA pump",,,,,
2018-11-27T17:44:56,"We are planning a new pump soon. We will announce the date and time in a few days, thank you for your patience.",,,,,
2018-11-30T23:58:06,"['Hello everyone, for our next pump we are going to try something that has never been done by a public pump group before. Usually these type of pumps are done by a coordinated elite group of whales but we believe that if everyone in our group worked together we can make this happen too! We are going to pump a coin by manipulating the price up as group together. Instead of everyone buying the coin at market price and making the price go up high in a few seconds, we are going to ask all of our members to set buy orders at certain targets and make the price go up high gradually within a few minutes allowing outsiders to see the action , always keep the price up above a certain level and avoid an immediate dump. For this to succeed, we need the collaboration of all of our members.\n\nThis is how it will work : \n\n1- The coin will be announced with ', {'type': 'bold', 'text': 'Target #1'}, '. If for example the target is 6500 satoshis, everyone in our group will set buy orders at 6500 satoshis. This will create a big buy wall at 6500 satoshis keeping the price up for a few seconds or minutes. For our first target we are going to aim for 10%-15% increase. \n\n2- A few seconds after, we will announce Target #2. If for example the new ', {'type': 'bold', 'text': 'Target # 2'}, ' is now 6800, everyone will place a buy at exactly 6800 satoshis. This will keep the price up again allowing it to gradually move up and give time for outsiders to join the action. Typically we will aim for a 15%-20% increase for our 2nd target. \n\n3- We will continue to announce targets until we see alot of outsiders activity. \n\nWe are confident that by using this strategy, we will create long lasting pumps and everyone in our group will make profits when outsiders join in and create more action. \n\nSpread the word, this is an opportunity you will not want to miss! We will announce the pump date very soon.\n\n-MEGA pump']",,,,,
2018-12-01T23:05:33,"['The next pump will be scheduled for ', {'type': 'bold', 'text': 'Saturday 8 december'}, ' at ', {'type': 'bold', 'text': '18:45 PM GMT time'}, ' \non Binance using the BTC pairing. \nIt will be a free for all (FFA).']",,,,,
2018-12-06T01:19:58,,,,,,
2018-12-07T19:10:50,"The next pump is tomorrow! Make sure you have read the pinned message to be prepared in advance.

- Date : 8 december 18:45 GMT time
- Exchange : Binance 
- Free for all 

If you have any questions feel free to ask us!",,,,,
2018-12-08T14:54:00,"['For all our new members that have joined us this week we also have a discord with over 50 000 members : join us here ', {'type': 'link', 'text': 'https://discord.gg/H5bwbgF'}]",,,,,
2018-12-08T16:43:47,"4 Hours left until the next pump 

Pump strategy : The coin signal will be given with a first target : We are asking all of our members to place buy orders at that exact target to create a buy wall and keep the price up in order to let outsiders see that the coin is the top % gainer for a few minutes. 

After reaching the first target a 2nd target will be given, new buy orders will then be placed at that new level.",,,,,
2018-12-08T19:34:22,1 hour and 15 mins left until the next pump on Binance! We are expecting this pump to be great! The signal will be given in an image with the targets on it.,,,,,
2018-12-08T20:26:04,20 minutes left until the MEGA pump! Login to Binance now and be ready to buy.,,,,,
2018-12-08T20:39:48,5 minutes left! The next post will be the coin,,,,,
2018-12-08T20:45:00,"[{'type': 'hashtag', 'text': '#STORJ'}]",1,binance,storj/btc,,photos/photo_2@08-12-2018_20-45-00.jpg
2018-12-08T20:45:44,Place your buy orders at 4300 satoshis,,,,,
2018-12-08T20:47:03,Outsiders are starting to pickup on it,,,,,
2018-12-08T20:47:28,Keep it up guys we have managed to create the 2nd wave,,,,,
