date,text,Pump,Exchange,Coin,Notes,photo
2021-02-08T14:16:13,"💥 Beware of strangers bearing gifts💥

We have been receiving direct messages via Discord from our members asking whether we would offer rewards for inviting members to join our signals channel. Our advise to our members is as follows, If a signals group offers rewards such as Doge etc for getting members into their group then you can be assured that the admins of that group expect to recover their investment by pre-buying and dumping coins on the group members during the pumps. Beware, no one is going to hand over 100k Doge because they have good intentions.

Our signals channel offers something that has never been done before and that is a level playing field for our members which means no pre-buying and dumping by the group admins onto the group members. 

Join our growing Discord community today and become a member here on Telegram too. We expect to launch our first signal pump very soon.

CCPS Team ❤️❤️❤️",,,,,
2021-02-09T14:52:54,"['💥 ATTENTION: Pump Coming Soon💥\n\nWe are in the process of organising the first Crypto Pump to take place on Binance (International). The date and time will be announced shortly. If you wish to be kept informed and take part in the pump please join our telegram group here and also join our discord server at ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n\nWe are one of the only active Crypto pump signals group on Discord where you can chat to the admins and the community, ask questions, hang out, exchange crypto info and advice. \n\nCCPS Team ❤️❤️❤️']",,,,,
2021-02-10T10:30:00,,,,,,
2021-02-10T12:34:31,"['💥 Big welcome to our new members💥\n\nA big welcome to our newest members on telegram. Thank you for taking the time to join our channel. We would like you to join our discord channel. The first 500 members of our discord channel are invited to their private group. Places are running out fast. Join here: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n\nWe are one of the only active Crypto pump signals group on Discord where you can chat to the admins and the community, ask questions, hang out, exchange crypto info and advice. \n\nSee you all on the discord server\n\nCCPS Team ❤️❤️❤️']",,,,,
2021-02-11T18:25:00,"['💥 KEEP SHARING – ALMOST THERE💥\n\nPlease continue to share our telegram link (', {'type': 'link', 'text': 'https://t.me/Cryptocoinpumpsignals'}, ') across all your social media platforms. We are building a great community over on Discord at the moment and getting ready for our first pump. We are going to change the way that crypto pumps are run. No scams, offering a fair chance for everyone to make good profits from pumping crypto. \n\nWe started this group to offer everyone an alternative to the less reputable pump channels on telegram and discord. With CCPS there will be no pre-pumping of the coins by the admins like there is with other pump groups. We make our profits from our exchange affiliate link. Sign up to Binance using our affiliate link and create your Binance account:: ', {'type': 'link', 'text': 'https://www.binance.com/en/register?ref=RCR50U8T'}, '\n\nIf you have not yet joined our Discord server you can find the link in the previous post.\n\nAs always a warm welcome to our newest members and hello to our existing members, thank you for your trust and time. \n\nWe hope to see you all on the discord server\n\nCCPS Team ❤️❤️❤️']",,,,,
2021-02-12T18:46:38,"[""💥 TRANSPARENT PUMPS 💥\n\nAn update on our plans going forward. During our pumps, we are planning on recording the pumps from our admin's screen, this way our members can watch the recording of the pumped coin which will be made available on our discord server after the pump so they can see the coin before, during and after the pump. \n\nBeing able to observe the coin during the pump process we hope displays transparency for our members to show that the group admins are not buying the coin before the pump which is the case with all other pump groups. As we move forward we will develop additional tools and processes to demonstrate transparency, for the time being, this is the most effective way of demonstrating transparency. More details to follow on our discord server. \n\nPlease join us on our discord server here: "", {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n\nCCPS Team ❤️❤️❤️']",,,,,
2021-02-16T11:21:10,"💥 TELEGRAM CHAT COMING SOON 💥

At the request of our members on our discord channel, we shall be soon opening a telegram chat group. We understand that not everyone wishes to join Discord or wants to join Discord. 

Having a Telegram chat group will enable us to connect to all of our members. Our members will be able to chat about coins, crypto projects, exchange tips and advice regarding crypto. 

We shall keep you posted with the link to the new telegram chat channel as soon as it becomes live. (This week)

In the meantime here are some of the benefits of our pump group
1️⃣ No pre-pumping of any coin by the group admins
2️⃣ We record all pumps and post the recording for full transparency of the pumps
3️⃣ Active Discord channel where the admins are always active.
4️⃣ No scams. The world has enough of those. 

Please take a moment to join and become a member of this growing community who have had enough of pump scams and wish for real change. 

Have a great day chat soon 😊 

CCPS Team ❤️❤️❤️",,,,,
2021-02-16T20:40:57,"['💥 TELEGRAM CHAT NOW HERE 💥\n\nAt the request of our members on our discord channel we have now launched a telegram chat group. \n\nPlease take a moment to join here: ', {'type': 'link', 'text': 'https://t.me/cryptocoinspumpchat'}, ' and become a member of this growing community that has had enough of pump scams and wish for real change. \n\nHaving this Telegram chat group will enable us to connect to all of our members. Our members will be able to chat about coins, crypto projects, exchange tips and advice regarding crypto and up and coming pumps.\n\nHave a great day, chat soon 😊 \n\nCCPS Team ❤️❤️❤️']",,,,,
2021-02-21T12:08:30,"[""💥 PUMP ANNOUNCEMENT 💥\nDetails of the up and coming pump:\n📊 Exchange: Binance com (international)\n📆 Date: 27-Feb-2021 (Saturday)\n⏰ Time: 7PM GMT\n                                                                        \nWe guarantee no pre-pump before the signal. It's the fairest pump online today!\n\nIf you do not currently have a Binance international account please use this link to register yours: "", {'type': 'link', 'text': 'https://www.binance.com/en/register?ref=RCR50U8T'}, '. \n\n🇺🇸 Instructions on how US citizens may register their Binance international accounts are found on our Discord server in the channel called “USA-citizens-tutorial”. Use the Discord link below.\n\n❤️Please join this Telegram Channel and visit us on our discord server for further updates and conditions regarding this pump and also to chat with other members and group admins. \n\nOur Discord server: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n\nSee you all on the Discord\n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-02-21T18:26:31,,,,,,
2021-02-24T00:26:38,"['💥 WELCOME TO OUR NEW MEMBERS 💥\n\nHello everyone, please take a moment to join us on our Discord channel: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n\nFrom there you can find how we are different to other pump groups.\n\nOver on Discord you can chat with other group members and the admins. It only takes a few moments to create a Discord account and worth it. \n\nSee you all on the Discord channel\n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-02-28T23:39:29,"[""💥 PUMP ANNOUNCEMENT 💥\nDetails of the up and coming pump:\n📊 Exchange: Binance com (international)\n📆 Date: 7th-March-2021 (Sunday)\n⏰ Time: 7PM GMT\n                                                                        \nIf you have not yet joined us on Discord please join now, joining us on Discord takes only a few minutes. Before we pump we have to gather a minimum of 2,000 active members on Discord. This way we can guarantee the best pump possible for you and maximum profits.\n\nRemember with our group there is no pre-pump before the signal. It's the fairest pump online today!\n\nWe will use Binance com for the pump. If you do not currently have a Binance international account please use this link to register yours: "", {'type': 'link', 'text': 'https://www.binance.com/en/register?ref=RCR50U8T'}, '. \n\n🇺🇸 Instructions on how US citizens may register their Binance international accounts are found on our Discord server in the channel called “USA-citizens-tutorial”. Use the Discord link below.\n\n❤️Please join this Telegram Channel and join us on our discord server for further updates and conditions regarding this pump and also to chat with other members and group admins. \n\nOur Discord server: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n\nSee you all on the Discord\n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-02-28T23:39:37,,,,,,
2021-03-02T13:32:50,"['💥 WELCOME TO OUR NEW MEMBERS 💥\n\nHello everyone, please take a moment to join us on our Discord channel: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\nOver on Discord you can chat with other group members and the admins. It only takes a few moments to create a Discord account and worth it. \n\nOr alternatively if you don’t have Discord yet and you want to chat, ask questions and discuss crypto matters with other group members as well as the group admins we have a Telegram chat group here: ', {'type': 'link', 'text': 'https://t.me/cryptocoinspumpchat'}, '\n\nChat with you guys soon\n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-03-04T12:31:46,"['💥 3 DAYS TO GO TO THE PUMP 💥\n\nThree days to go to our pump on Sunday the 7th of March at 7:00pm.\n\nPlease take a moment to share this telegram link: ', {'type': 'link', 'text': 'https://t.me/Cryptocoinpumpsignals'}, ' with all your pump friends, the more people involved in the pump on Sunday means higher the potential profits for you. \n\nThis will be a free for all pump with no ranking and of course NO PRE-PUMP. Everyone stands the same chance of profiting from the pump.\n\nIf you have not yet joined us on Discord please join now, joining us on Discord takes only a few minutes. Before we pump we have to gather a minimum of 2,000 active members on Discord. This way we can guarantee the best pump possible for you and maximum profits. Please take a moment to join us on our Discord channel: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, ' \n\nOver on Discord you can chat with other group members and the admins. It only takes a few moments to create a Discord account and worth it. \n\nOr alternatively if you don’t have Discord yet and you want to chat, ask questions and discuss crypto matters with other group members as well as the group admins we have a Telegram chat group here: ', {'type': 'link', 'text': 'https://t.me/cryptocoinspumpchat'}, '\n\nChat with you guys soon\n\nCCPS Team ❤️ ❤️ ❤️\n\nNote: If we are unable to confirm a minimum number of active users on discord that are ready to pump then it will be postponded for a later date. This is for our members safety.']",,,,,
2021-03-05T15:10:53,"['💥 2 DAYS TO GO TO THE PUMP 💥\n\nTwo days to go to our pump on Sunday the 7th of March at 7:00pm.\n\nPlease take a moment to share this telegram link: ', {'type': 'link', 'text': 'https://t.me/Cryptocoinpumpsignals'}, ' with all your pump friends, the more people involved in the pump on Sunday means higher the potential profits for you. \n\nThis will be a free for all pump with no ranking and of course NO PRE-PUMP. Everyone stands the same chance of profiting from the pump.\n\nIf you have not yet joined us on Discord please join now, joining us on Discord takes only a few minutes. Before we pump we have to gather a minimum of 2,000 active members on Discord. This way we can guarantee the best pump possible for you and maximum profits. Please take a moment to join us on our Discord channel: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, ' \n\nOver on Discord you can chat with other group members and the admins. It only takes a few moments to create a Discord account and worth it. \n\nOr alternatively if you don’t have Discord yet and you want to chat, ask questions and discuss crypto matters with other group members as well as the group admins we have a Telegram chat group here: ', {'type': 'link', 'text': 'https://t.me/cryptocoinspumpchat'}, '\n\nChat with you guys soon\n\nCCPS Team ❤️ ❤️ ❤️\n\nNote: If we are unable to confirm a minimum number of active users on discord that are ready to pump then it will be postponded for a later date. This is for our members safety.']",,,,,
2021-03-07T12:59:53,"['💥 9 HOURS TO GO TO THE PUMP 💥\n\n9 hours to go to our pump on Sunday the 7th of March at 7:00pm.\n\nPlease take a moment to share this telegram link: ', {'type': 'link', 'text': 'https://t.me/Cryptocoinpumpsignals'}, ' with all your pump friends, the more people involved in the pump this evening, which means higher the potential profits for you. \n\nThis will be a free for all pump with no ranking and of course NO PRE-PUMP. Everyone stands the same chance of profiting from the pump.\n\nIf you have not yet joined us on Discord please join now, joining us on Discord takes only a few minutes. \n\n💥 IMPORTANT NOTICE 💥\nBefore we pump we have to gather a minimum of 2,000 active members on Discord. This way we can guarantee the best pump possible for you and maximum profits. Please take a moment to join us on our Discord channel: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, ' \n\nIt only takes a few moments to create a Discord account and worth it since you may can chat with other group members and the admins.\n\nIf we are unable to confirm a minimum number of active users on discord that are ready to pump then it will be postponded for a later date. ❤️ This is for our members safety ❤️\n\nSo, please continue to share this telegram channel and discord link with all your pump friends, on social media, facebook, twitter etc. \n\nLinks to share:\nDiscord: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\nTelegram: ', {'type': 'link', 'text': 'https://t.me/Cryptocoinpumpsignals'}, '\n\nChat with you guys soon\n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-03-07T21:09:16,"[""💥 PUMP POSTPONEMENT 💥\nDetails of the up and coming pump:\n📊 Exchange: Binance com (international)\n📆 Date: 7th-March-2021 (Sunday)\n⏰ Time: 7PM GMT (Postponed)\n                                                                        \nIt is with a heavy heart to have to announce that tonight's pump will be postponed until next weekend.\n\nThe reason for the postponement is due to not being able to confirm 2k active users on Discord.\n\nFor a pump to be successful there needs to be a particular volume of pumpers for liquidity reasons and we are not prepared to take a chance with our member's safety and lose their goodwill. \n\nIf you have not yet joined us on Discord please take a moment to join now, joining us on Discord takes only a few minutes. This way we can ensure that we can accurately track engaged members and ensure a viable pump. Here is the Discord invite to our server: "", {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, ""\n\n❤️Always remember that we are the only pump group with no pre-pump before the signal. It's the fairest pump online today! ❤️\n\nAlso, to keep you guys in the loop we admins are working hard to attract new members all the time. You can help by sharing our links with all your pump friends, on social media, Facebook, Twitter etc. \nLinks to share:\n💥 Discord: "", {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n💥 Telegram: ', {'type': 'link', 'text': 'https://t.me/Cryptocoinpumpsignals'}, '\n\nThe CCPS Team❤️']",,,,,
2021-03-08T15:00:38,"['💥 PUMPS DONE THE RIGHT WAY 💥\n\nIf you found this channel it means that you were looking for a great signals pump group where you can potentially earn huge amounts of crypto in a short amount of time. The reality of most signals pump groups is that most members who participate lose most of their crypto due to the game being rigged against them even before the pump starts.\n\nMany signals pump groups are run for the benefit of the few admins at the expense of the many members. The admins of these pump groups will buy a huge volume of coins before the pump and then dump these coins onto the members as they rush in to buy and sell at a profit. Beware of the pre-pumps.\n\nSo, what can you do to avoid groups which pre-pump?, well, If you are looking for a signals pump group that has no pre-pump by the admins and which promises fair for all pumps then you are in luck, we here at CCPS have a policy of no pre-pump before the signal. \n\nPlease also join us on our following channels were you may chat with other members and the group admins:\n\n💥 Our Discord server: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n💥 Telegram Chat group: ', {'type': 'link', 'text': 'https://t.me/cryptocoinspumpchat'}, ' \n\nWe welcome you to join if you want fair pumps, see you online soon. \n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-03-11T21:07:58,"['💥 DISCORD INVITE CONTEST 💥\nWe have reached 1,000 members on our Discord channel, and to mark this achievement we are running an invite contest on Discord. Each new member brings us closer to the pump launch date. \n\nIf you want to get involved in the invite contest please join our Discord server using the invite link: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, ' \n\nIt only takes a few moments to create a Discord account and worth it since you may chat with other group members and the admins.\n\nThe rules and instructions on how to create and send invites are all available on the Discord server. \n\nThe contest starts this evening 11th March at 7 pm and runs for 6 days and ends noon 17th of March ❤️\n\nIf you don’t have the time to join in we would appreciate it if you could share this telegram channel and discord link with all your pump friends, on social media, Facebook, Twitter etc. \n\nLinks to share:\nDiscord: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\nTelegram: ', {'type': 'link', 'text': 'https://t.me/Cryptocoinpumpsignals'}, '\n\nChat with you guys soon\n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-03-19T17:39:48,"['💥 PUMP ANNOUNCEMENT 💥\nDetails of the up and coming pump:\n📊 Exchange: Binance com (international)\n📆 Date: 27th-March-2021 (Saturday)\n⏰ Time: 6:30PM GMT\n                                                                        \nWe have built a collaboration of like-minded pump groups on discord with over 20k combined members. No doubt this number will grow further here on Telegram and Discord along with attracting additional pump groups to join our merry band. \n\n💥 We can guarantee that there will be no pre-pump since we (CCPS) are responsible for choosing and announcing the coin, therefore no chance for it to leak out.💥 \n\nWe will use Binance com for the pump. If you do not currently have a Binance international account please use this link to register yours: ', {'type': 'link', 'text': 'https://www.binance.com/en/register?ref=RCR50U8T'}, '. \n\n🇺🇸 Instructions on how US citizens may register their Binance international accounts are found on our Discord server in the channel called “USA-citizens-tutorial”. Use the Discord link below.\n\n❤️Please join this Telegram Channel and join us on our discord server for further updates and conditions regarding this pump and also to chat with other members and group admins. \n\nIf you have not yet joined us on Discord please join now, joining us on Discord takes only a few minutes. \n\nOur Discord server: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n\nShare our Telegram link with your friends and anyone interested in joining our pump.\n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-03-25T12:38:12,"['💥 PUMP ANNOUNCEMENT 💥\nOnly a couple more days to go until the pump\n📊 Exchange: Binance com (international)\n📆 Date: 27th-March-2021 (Saturday)\n⏰ Time: 6:30PM GMT\n                                                                        \nOnly a couple more days until the pump this Saturday evening at 6:30pm (GMT). Make sure you have registered your ', {'type': 'link', 'text': 'binance.com'}, ' account and have BTC ready. ', {'type': 'link', 'text': 'https://www.binance.com/en/register?ref=RCR50U8T'}, '.\n\nSHARE: Share this telegram channel with all your Crypto and Pumping friends, the more members involved the great the potential profits for members. \n\nWe have built a collaboration of like-minded pump groups on discord with over 20k combined members. Our pump is scheduled as not to overlap with another other pump group and therefore more members will be able to participate in the pump. \n\n💥 We can guarantee that there will be no pre-pump since we (CCPS) are responsible for choosing and announcing the coin, therefore no chance for it to leak out.💥 \n\n🇺🇸 Instructions on how US citizens may register their Binance international accounts are found on our Discord server in the channel called “USA-citizens-tutorial”. Use the Discord link below.\n\n❤️Please join this Telegram Channel and join us on our discord server for further updates and conditions regarding this pump and also to chat with other members and group admins. \n\nIf you have not yet joined us on Discord please join now, joining us on Discord takes only a few minutes. \n\nOur Discord server: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}, '\n\nShare our Telegram link with your friends and anyone interested in joining our pump.\n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-03-27T13:35:39,"['💥 WE’RE PUMPING TODAY 💥\n8 Hours to go until the pump\n📊 Exchange: Binance com (international)\n📆 Date: 27th-March-2021 (Saturday)\n⏰ Time: 6:30PM GMT\n                                                                        \nOnly 8 Hours until the pump this evening at 6:30pm (GMT). Make sure you have registered your ', {'type': 'link', 'text': 'binance.com'}, ' account and have BTC ready. ', {'type': 'link', 'text': 'https://www.binance.com/en/register?ref=RCR50U8T'}, '.\n\nFor those using market buys to get in quickly there are sometimes issues with using 100% of your balance during a pump, 75% would make sure you get your buy orders in every time.\n\nThe goal for each pump is for everyone to profit as much as possible, if you need help ask, if you need practice, then please practice on binance, we want absolutely every member of our group to win!\n\nSHARE: Share this telegram channel with all your Crypto and Pumping friends, the more members involved the great the potential profits for members.\n\nCCPS Team ❤️ ❤️ ❤️']",,,,,
2021-03-27T16:30:01,Only 5 hours to go until the Pump at 6:30pm (GMT) this evening. 🚀,,,,,
2021-03-27T18:27:22,Only 3 hours to go the Pump at 6:30pm (GMT) this evening. 🚀,,,,,
2021-03-27T19:34:34,Only 2 hours to go the Pump at 6:30pm (GMT) this evening. 🚀,,,,,
2021-03-27T20:30:02,"🚀  1 HOUR LEFT UNTIL THE PUMP 🚀 

This PUMP will be FREE FOR ALL. That means that you all will receive the coin at the same time so it is the most fair for all of you.
The Coin will be announced as an Image, this is so everyone has the same chance to win profits. Fastest guns in the west

Get your social media accounts ready to start spreaing the news 🚀",,,,,
2021-03-27T21:00:00,"[{'type': 'mention', 'text': '@everyone'}, ' 30 minutes to go until coin signal. Get ready, the coin will be announced as XXX/BTC and pumped on the binance com (International) exchange\n\nTechnical Indicators for our chosen coin. Good support for upward movement, holding this longer would be more beneficial for a second wave.']",,,,,
2021-03-27T21:15:30,"[{'type': 'mention', 'text': '@everyone'}, ' 15 minutes to go until coin signal']",,,,,
2021-03-27T21:15:53,"['The signal will be announced on both This Telegram Channel and our Discord server at the same time\nDue to platform differences we advise having both open at the same time to avoid latency issues.  Our Discord server: ', {'type': 'link', 'text': 'https://discord.gg/TsRq8H3RPv'}]",,,,,
2021-03-27T21:22:00,"[{'type': 'mention', 'text': '@everyone'}, ' 🚀  8 minutes to go until coin signal. Get ready, the coin will be announced as XXX/BTC. 🚀 \n\nThis PUMP will be FREE FOR ALL. That means that you all will receive the coin at the same time so it is the most fair for all of you.\n\nThe Coin will be announced as an Image, this is so everyone has the same chance to win profits. Fastest guns in the west!!\n\nTechnical Indicators for our chosen coin. Good support for upward movement, holding this longer would be more beneficial for a second wave.']",,,,,
2021-03-27T21:25:00,"[{'type': 'mention', 'text': '@everyone'}, ' 🚀 5 minutes to go until coin signal. Get ready, the coin will be announced as XXX/BTC.🚀']",,,,,
2021-03-27T21:28:00,"[{'type': 'mention', 'text': '@everyone'}, ' 🚀 2 minutes to go until coin signal, ***The next message will be the coin name.*** 🚀']",,,,,
2021-03-27T21:30:00,THE COIN WE ARE PUMPING IS THE ONE IN BLACK TEXT!!!,1.0,binance,req/btc,,photos/photo_2@27-03-2021_21-30-00.jpg
